Food Name,Calories,Protein_g,Carbohydrates_g,taste,Ingredients,prep_time,Instructions,Description,Fat,No_serving
Egg white scramble with veggies,120,12,4,"Astringent, Salty","Eggs, Onion, Capsicum, Tomato, Spinach, Black Pepper, Salt, Sunflower Oil",Total in 5 M,"Beat eggs with salt and black pepper. Heat sunflower oil, sauté chopped onion, capsicum, tomato, and spinach. Add beaten eggs and stir continuously until fluffy. Serve hot.","Low GI; fiber-rich, helps control post-meal sugar spikes.",2,1–2
Amaranth millet porridge,170,4,20,"Astringent, Salty","Amaranth Seeds, Ragi Flour , Milk , Cardamom, Salt",Total in 25 M,"Rinse amaranth seeds and cook with ragi flour, milk, cardamom, and a pinch of salt. Stir continuously to prevent lumps. Cook until the mixture thickens into porridge and serve warm.","Amaranth millet is high in protein and fiber, providing slow-release energy and stable blood sugar.",6,1
Greek yogurt with flaxseeds,150,8,10,"Astringent, Salty","Yogurt, Flaxseeds",Total in 5 M,"Take yogurt in a bowl, add flaxseeds, and mix well. Drizzle on top and serve chilled.",Low GI; fiber and protein slow sugar absorption.,4,1
Horse Gram Rasam,110,6,18,"Bitter, Astringent","Horse Gram
Tomato
Garlic
Gree Chili
Curry Leaves
Coriander Leaves
Tamarind Paste
Mustard Seeds
Cumin Seeds
Black Pepper
Turmeric Powder
Sunflower Oil
Salt",Total in 12 M,"Soak horse gram overnight and pressure cook until soft, reserving the stock. In a pan, boil stock with tomato, tamarind paste, turmeric powder, black pepper, cumin seeds, and salt. Heat sunflower oil, add mustard seeds, garlic, green chili, and curry leaves for tempering. Pour tempering into the rasam and garnish with coriander leaves.","A traditional South Indian Rasam made with Horse Gram, rich in Protein and Fiber. Diabetic-friendly, aids digestion, and has a tangy-spicy comforting flavor.",2,4
Horse gram sprouts salad,130,7,15,"Astringent, Salty","Horse Gram Sprouts , Carrot, Cucumber, Tomato, Lemon , Coriander Leaves, Salt",Total in 15  M,"Soak horse gram overnight and sprout them. Lightly boil horse gram sprouts if needed. Chop carrot, cucumber, tomato, and coriander leaves. Mix sprouts with vegetables, add lemon juice and salt, and toss well before serving.","Sprouted horse gram is rich in protein and fiber, supporting glucose regulation and satiety.",2,2
Tofu scramble,180,12,8,"Astringent, Salty","Tofu, Onion, Tomato, Capsicum, Spinach, Turmeric Powder, Black Pepper, Salt, Sesame Oil",Total in 10 M,"Crumble tofu and keep aside. Heat sesame oil in a pan, sauté onion, tomato, capsicum, and spinach. Add turmeric powder, black pepper, and salt. Mix in tofu, stir for a few minutes, and serve hot.",Low GI; complex carbs and fiber provide slow glucose release.,5,1
Sprouts salad,100,7,15,"Astringent, Salty","Moong, Chickpeas, Lentils, Onion, Tomato, Green Chilies, Coriander Leaves, Lemon , Salt",Total in 8 M,"Combine boiled moong, chickpeas, and lentils with chopped onion, tomato, green chilies, and coriander leaves. Add lemon juice and salt. Toss well and serve fresh.","Low GI; fiber-rich, supports steady blood sugar.",2.5,2
Sprouted green gram chaat,120,8,18,"Astringent, Salty","Sprouted Green Gram, Onion, Tomato, Green Chilies, Coriander Leaves, Lemon , Black Salt, Chaat Masala",Total in 8 M,"Mix sprouted green gram with chopped onion, tomato, green chilies, and coriander leaves. Add lemon juice, black salt, and chaat masala, toss well, and serve fresh.",Low GI; protein and fiber combination helps regulate glucose.,3.5,1
Bottle gourd ragi kofta,150,6,14,"Bitter, Sweet","Bottle Gourd, Ragi Flour , Moong Dal,  Turmeric, Red Chili, Cumin, Salt, Sunflower Oil",Total in 35 M,"Grate bottle gourd and mix with ragi flour, moong dal, turmeric, red chili, cumin, and salt. Shape into small koftas and steam until firm. Prepare a light tomato-based gravy with sunflower oil and add koftas to it. Serve hot.","Bottle gourd with ragi makes low-GI, fiber-rich koftas that help control post-meal sugar spikes.",3,2
Sprouts & tomato upma,150,7,25,"Spicy, Sour","Sprouts, Tomato, Onion, Green Chilies, Curry Leaves, Mustard Seeds, Turmeric Powder, Sesame Oil",Total in 20 M,"Heat sesame oil, temper mustard seeds, curry leaves, and green chilies. Add tomato and sprouts, then stir in turmeric powder. Add water and salt, bring to boil. Slowly add roasted semolina, cook till fluffy, and serve hot.",Low GI; fiber slows sugar absorption and supports glucose control.,2.5,3
Steamed dhokla,160,6,25,"Spicy, Sour","Besan, Curd, Ginger, Green Chilies, Turmeric Powder, Lemon , Coriander Leaves, Sunflower Oil",Total in 20 M,"Mix besan, curd, ginger, green chilies, turmeric powder, lemon, and salt into a batter. Pour into a greased tray and steam for 10–12 minutes. Heat sunflower oil, temper mustard, chili, and curry leaves. Pour tempering over dhokla and garnish with coriander leaves before serving.",Low GI; protein and fiber help maintain blood sugar stability.,2,3
Ragi Chia Pudding,180,6,28,"Astringent, Sweet","Ragi Flour, Chia Seeds, Milk, Cardamom ",Total in 12M,"Mix ragi flour with milk, cook on low flame until thick. Add cardamom, stir until dissolved. Add chia seeds, mix well, let rest to thicken, and serve chilled or warm.","Nutrient-dense, fiber-rich pudding, ideal for diabetic-friendly meals",5,2
Vegetable uthappam,200,6,32,"Spicy, Astringent","Rice, Urad Dal, Onion, Tomato, Carrot, Capsicum, Green Chilies, Curry Leaves, Coriander Leaves, Salt, Sesame Oil",Total in 15 M,"Use fermented batter made from rice, urad dal, and fenugreek seeds. Heat pan, pour thick batter, top with chopped onion, tomato, carrot, capsicum, green chilies, curry leaves, and coriander leaves. Cook 2–3 minutes, flip, and serve with chutney or sambar.",Low GI; fiber and protein stabilize post-meal sugar.,3.5,2
Vegetable ragi roti,130,4,22,"Spicy, Astringent","Ragi Flour, Onion, Carrot, Spinach, Green Chilies, Coriander Leaves, Cumin Seeds, Salt, Groundnut Oil",Total in 20 M,"Mix ragi flour with chopped onion, carrot, spinach, green chilies, coriander leaves, cumin seeds, and salt. Add water, knead into soft dough. Roll into flatbreads and cook on a hot pan using groundnut oil until golden brown.",Low GI; fiber and protein help regulate blood sugar.,5,2
Vegetable stuffed paratha,220,6,35,"Spicy, Astringent","Wheat, Potato, Cauliflower, Onion, Green Chilies, Coriander Leaves, Cumin Seeds, Salt, Sunflower Oil",Total in 25 M,"Make dough using wheat and salt. Prepare stuffing with boiled potato, cauliflower, onion, green chilies, coriander leaves, cumin seeds, and salt. Fill, roll, and cook on a hot pan using sunflower oil until golden. Serve hot.",Low GI; fiber-rich soup helps maintain steady glucose levels.,4,2
Bajra khichdi,210,6,34,"Astringent, Salty","Bajra, Moong Dal, Onion, Ginger, Green Chilies, Cumin Seeds, Turmeric Powder, Salt, Ghee",Total in 18 M,"Wash bajra and moong dal. Heat ghee, sauté cumin seeds, ginger, and green chilies. Add turmeric powder, salt, water, bajra, and dal. Cook till soft and serve hot.",Low GI; fiber-rich pumpkin soup slows sugar absorption.,3.5,2
Quinoa dosa,170,6,28,"Astringent, Spicy","Quinoa, Urad Dal, Fenugreek Seeds, Salt, Sesame Oil",Total in 20 M,"Soak quinoa, urad dal, and fenugreek seeds for 4–6 hours. Grind to a smooth batter and ferment overnight. Add salt, heat pan, pour thin batter, cook till crisp both sides using sesame oil, and serve with chutney or sambar.",Low GI; high fiber and nutrients help regulate blood sugar.,3,2
Moong dal khichdi,200,8,30,"Astringent, Salty","Moong Dal, Rice, Ginger, Cumin Seeds, Turmeric Powder, Salt, Ghee",Total in 20 M,"Wash moong dal and rice. Heat ghee, sauté cumin seeds, ginger, and green chilies. Add turmeric powder, salt, and water, then mix in dal and rice. Cook till soft and serve hot.",Low GI; fiber-rich tomato soup slows glucose absorption.,2.5,2
Masoor dal khichdi,190,9,28,"Astringent, Salty","Masoor Dal, Rice, Ginger, Cumin Seeds, Turmeric Powder, Salt, Ghee",Total in 15 M,"Wash masoor dal and rice. Heat ghee, sauté cumin seeds, ginger, and green chilies. Add turmeric powder, salt, and water, cook until soft and creamy. Serve hot.",Low GI; cabbage supports steady blood sugar and provides fiber.,3,2
Vegetable dalia upma,180,6,30,"Astringent, Salty","Wheat, Onion, Carrot, Beans, Peas, Green Chilies, Curry Leaves, Mustard Seeds, Salt, Sunflower Oil",Total in 12 M,"Dry roast wheat/dalia for 2–3 minutes. Heat sunflower oil, temper mustard seeds, curry leaves, and green chilies. Add chopped onion, carrot, beans, and peas. Add water and salt, then stir in roasted wheat. Cook till soft and serve warm.",Low GI; drumstick leaves improve insulin sensitivity and blood sugar.,2.5,2
Wheat khichdi,190,6,32,"Astringent, Salty","Wheat, Moong Dal, Onion, Ginger, Cumin Seeds, Turmeric Powder, Salt, Ghee",Total in 10 M,"Wash wheat and moong dal. Heat ghee, sauté cumin seeds, ginger, and green chilies. Add turmeric powder, salt, and water, cook until soft, and serve hot.",Low GI; fenugreek leaves help lower blood sugar and improve insulin function.,4,2
Vegetable barley upma,200,6,34,"Astringent, Salty","Barley, Onion, Carrot, Beans, Peas, Green Chilies, Curry Leaves, Mustard Seeds, Salt, Sunflower Oil",Total in 5 M,"Dry roast barley for 2–3 minutes. Heat sunflower oil, temper mustard seeds, curry leaves, and green chilies. Add chopped onion, carrot, beans, and peas. Add water and salt, then mix in barley. Cook until fluffy and serve.","Low GI; fiber-rich, supports slow glucose release and steady blood sugar.",6,2
Flaxseed paratha,210,7,28,"Bitter, Astringent","Wheat, Flaxseeds Powder, Green Chilies, Ginger, Coriander Leaves, Salt, Groundnut Oil",Total in 10 M,"Mix wheat, flaxseed powder, green chilies, ginger, coriander leaves, and salt. Add water, knead into dough. Roll into flatbreads and cook on a hot pan using groundnut oil until golden brown.","Low GI; high in fiber and omega-3, helps regulate blood sugar.",3,1
Chia seeds smoothie,200,6,25,"Bitter, Astringent","Chia Seeds, Milk , Banana",Total in 12 M,"Soak chia seeds for 10 minutes. Blend banana with milk. Add soaked chia seeds, mix well, and serve chilled.","Low GI; rich in fiber and protein, stabilizes post-meal glucose.",1,1
Low-fat buttermilk with mint,40,3,5,"Sour, Astringent","Curd, Mint Leaves, Green Chilies, Cumin Powder, Salt",Total in 10 M,"Whisk curd with water until smooth. Add chopped mint leaves, green chilies, cumin powder, and salt. Mix well and serve chilled.","Low GI; fermented drink with probiotics, helps maintain blood sugar balance.",2,1
Vegetable dal soup,120,7,18,"Astringent, Salty","Moong Dal, Carrot, Beans, Tomato, Ginger, Green Chilies, Coriander Leaves, Turmeric Powder, Salt",Total in 15 M,"Boil moong dal, carrot, beans, and tomato together with ginger, green chilies, coriander leaves, turmeric powder, and salt. Simmer until soft and serve hot.",Low GI; fiber-rich dal soup slows sugar absorption.,2,1
Pumpkin soup,80,2,15,"Astringent, Salty","Pumpkin, Onion, Garlic, Ginger, Black Pepper, Salt, Sunflower Oil",Total in 15 M,"Boil pumpkin with onion, garlic, ginger, black pepper, and salt until tender. Blend until smooth. Heat with sunflower oil, season, and serve hot.","Low GI; pumpkin provides fiber and vitamins, regulates glucose.",1.5,1
Spinach soup,90,4,12,"Bitter, Astringent","Spinach, Onion, Garlic, Green Chilies, Black Pepper, Salt, Sunflower Oil",Total in 10 M,"Wash spinach, boil with onion, garlic, green chilies, black pepper, and salt until soft. Blend to smooth consistency, reheat with sunflower oil, and serve hot.",Low GI; leafy greens support insulin sensitivity and slow glucose absorption.,1,1
Tomato soup,70,2,14,"Sour, Astringent","Tomato, Onion, Garlic, Black Pepper, Coriander Leaves, Salt, Sunflower Oil",Total in 12 M,"Boil tomato, onion, and garlic with water, salt, and black pepper. Blend until smooth, reheat with sunflower oil, garnish with coriander leaves, and serve hot.","Low GI; tomato-rich soup slows sugar absorption, supports glucose control.",1,1
Cabbage soup,60,2,12,"Astringent, Salty","Cabbage, Onion, Tomato, Ginger, Garlic, Black Pepper, Salt, Sunflower Oil",Total in 15 M,"Boil chopped cabbage, onion, tomato, ginger, and garlic with black pepper, salt, and sunflower oil until soft. Blend if desired and serve hot.",Low GI; cabbage provides fiber to stabilize blood sugar.,1.5,1
Drumstick leaf soup,45,5,7,"Bitter, Astringent","Drumstick Leaves, Onion, Tomato, Garlic, Green Chilies, Cumin Seeds, Black Pepper, Salt, Groundnut Oil",Total in 20 M,"Boil drumstick leaves with onion, tomato, garlic, green chilies, cumin seeds, black pepper, and salt. Blend, heat with groundnut oil, and serve hot.",Low GI; drumstick leaves improve insulin sensitivity and blood sugar regulation.,2,1
Fenugreek Leaves leaf soup,43,4,7,"Bitter, Astringent","Fenugreek Leaves Leaves, Onion, Tomato, Garlic, Ginger, Green Chilies, Cumin Seeds, Black Pepper, Salt, Groundnut Oil",Total in 20 M,"Heat groundnut oil, sauté onion, tomato, garlic, ginger, and green chilies. Add fenugreek leaves, cumin seeds, black pepper, and salt. Cook for 7–8 minutes and serve hot.",Low GI; fenugreek leaves help lower blood sugar and improve insulin function.,1.5,1
Carrot ginger soup,40,1,9,"Spicy, Astringent","Carrot, Ginger, Onion, Garlic, Black Pepper, Salt, Sunflower Oil",Total in 15 M,"Boil chopped carrot and ginger with onion, garlic, black pepper, salt, and sunflower oil until soft. Blend to smooth soup and serve hot.",Low GI; carrot and ginger aid glucose regulation and digestion.,1,1
Mushroom soup,35,2.5,5,"Astringent, Salty","Mushroom, Onion, Garlic, Black Pepper, Salt, Sunflower Oil",Total in 18 M,"Heat sunflower oil, sauté onion, garlic, and sliced mushrooms. Add water, black pepper, and salt, boil 10 minutes, blend if desired, and serve hot.",Low GI; mushrooms help slow glucose absorption.,2,1
Cauliflower soup,30,2,6,"Astringent, Bitter","Cauliflower, Onion, Garlic, Black Pepper, Salt, Sunflower Oil",Total in 20 M,"Boil chopped cauliflower with onion, garlic, black pepper, salt, and sunflower oil until soft. Blend until smooth, reheat, and serve hot.",Low GI; cauliflower provides fiber and stabilizes blood sugar.,1.5,1
Broccoli almond soup,50,3,6,"Bitter, Astringent","Broccoli, Almonds, Onion, Garlic, Black Pepper, Salt, Sunflower Oil",Total in 18 M,"Boil broccoli with onion, garlic, almonds, black pepper, salt, and sunflower oil until soft. Blend to smooth soup and serve hot.","Low GI; broccoli and almonds provide fiber, protein, and antioxidants for glucose control.",6,1
Palak dal soup,70,5,10,"Bitter, Astringent","Spinach, Moong Dal, Onion, Tomato, Green Chilies, Garlic, Turmeric Powder, Salt",Total in 15 M,"Boil spinach and moong dal with onion, tomato, green chilies, garlic, turmeric powder, and salt until soft. Blend lightly and serve hot.",Low GI; spinach and dal combination supports stable blood sugar.,3,1
Lentil spinach soup,85,6,12,"Bitter, Astringent","Lentils, Spinach, Onion, Tomato, Garlic, Ginger, Green Chilies, Cumin Seeds, Salt",Total in 12 M,"Boil lentils with spinach, onion, tomato, garlic, ginger, green chilies, cumin seeds, and salt until soft. Blend partially and serve hot.",Low GI; lentils and spinach provide fiber and protein for glucose management.,3.5,1
Chickpea vegetable soup,110,6,18,"Astringent, Salty","Chickpeas, Carrot, Beans, Tomato, Onion, Garlic, Ginger, Black Pepper, Salt, Sunflower Oil",Total in 10 M,"Boil chickpeas with carrot, beans, tomato, onion, garlic, ginger, black pepper, salt, and sunflower oil. Simmer until thick and serve hot.",Low GI; chickpeas and vegetables provide fiber and protein to regulate blood sugar.,4,1
Moong dal soup,90,6,12,"Astringent, Salty","Moong Dal, Onion, Tomato, Ginger, Green Chilies, Cumin Seeds, Turmeric Powder, Salt",Total in 10 M,"Boil moong dal with onion, tomato, ginger, green chilies, cumin seeds, turmeric powder, and salt. Blend slightly, reheat, and serve hot.",Low GI; moong dal rich in protein and fiber slows sugar absorption.,2.5,1
