Food Name,Calories,Protein_g,Carbohydrates_g,Taste,Ingredients,prep_time,Instructions,Description,Fat,No_serving
Rustic Vatha Kuzhambu Special,310,10,18,Spicy,"Chili Powder, Coriander Powder, Onion, Salt, Tamarind, Tomato",Total in 27M,Heat oil in a pan over medium heat. Add Onion and saute  golden brown. Add Tomato and cook until it turns mushy. Add Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Season with Salt and serve.,A thyroid-friendly kuzhambu recipe made with balanced spices and wholesome ingredients for better metabolism.,9,4
Mild Spicy Mutton Kurma Delight,349,14,15,Bitter,"Chili Powder, Fennel Seeds, Ginger Garlic Paste, Mutton, Onion, Salt, Tomato, Turmeric",Total in 27M,Heat oil in a pan. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly mutton recipe made with balanced spices and wholesome ingredients for better metabolism.,6,2
Classic Green Gram Curry Bliss,195,18,18,Spicy,"Chickpea, Cowpea, Moong Dal, Mustard Seeds, Onion, Salt, Tomato",Total in 56M,Heat oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Onion and saute  golden brown. Add Tomato and cook until it turns mushy. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Season with Salt and serve.,A thyroid-friendly legume recipe made with balanced spices and wholesome ingredients for better metabolism.,6,2
Rustic Lemon Rasam Taste,144,18,20,Astringent,"Garlic, Lemon, Mustard Seeds, Pepper, Salt, Tamarind, Tomato, Water",Total in 52M,Boil water in a pot. saute  until golden brown. Add Tomato and cook until soft. Add water and bring to a boil. Add Tamarind extract and simmer for 5-7 minutes. Season with Salt and serve hot.,A thyroid-friendly soup recipe made with balanced spices and wholesome ingredients for better metabolism.,7,3
Wholesome Paneer Masala Curry,325,14,24,Spicy,"Onion, Paneer, Pepper, Salt, Tomato",Total in 30M,Heat oil in a pan over medium heat. Add Onion and saute  golden brown. Add Tomato and cook until it turns mushy. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Season with Salt and serve.,A thyroid-friendly paneer recipe made with balanced spices and wholesome ingredients for better metabolism.,4,4
Mild Pongal Bliss,295,20,14,Astringent,"Ghee, Rice, Salt, Urad Dal",Total in 53M,Heat Ghee in a pan. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly tiffin recipe made with balanced spices and wholesome ingredients for better metabolism.,9,4
Authentic Green Gram Curry Bliss,177,7,9,Spicy,"Chickpea, Cowpea, Moong Dal, Mustard Seeds, Onion, Salt, Tomato",Total in 40M,Heat oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Onion and saute  golden brown. Add Tomato and cook until it turns mushy. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Season with Salt and serve.,A thyroid-friendly legume recipe made with balanced spices and wholesome ingredients for better metabolism.,10,2
Fragrant Curry Leaf Chutney Fusion,229,14,9,Spicy,"Drumstick Leave, Garlic, Mustard Seeds, Onion, Salt, Spinach",Total in 35M,Heat oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Onion and saute  golden brown. Add Garlic and saute  1-2 minutes. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Season with Salt and serve.,A thyroid-friendly leafy recipe made with balanced spices and wholesome ingredients for better metabolism.,5,3
Fragrant Paneer Stew Style,349,8,29,Astringent,"Onion, Paneer, Pepper, Salt, Tomato",Total in 38M,Heat oil in a pan. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly paneer recipe made with balanced spices and wholesome ingredients for better metabolism.,10,4
Classic Aatu Kari Masala Delight,175,12,9,Spicy,"Chili Powder, Fennel Seeds, Ginger Garlic Paste, Mutton, Onion, Salt, Tomato, Turmeric",Total in 48M,"Heat oil in a pan over medium heat. Add Onion and saute  golden brown. Add Garlic, Ginger and saute  1-2 minutes. Add Tomato and cook until it turns mushy. Add Turmeric Powder, Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Season with Salt and serve.",A thyroid-friendly mutton recipe made with balanced spices and wholesome ingredients for better metabolism.,10,2
Wholesome Puli Kulambu Taste,283,15,25,Astringent,"Mutton, Chili Powder, Coriander Powder, Onion, Salt, Tamarind, Tomato",Total in 29M,Heat oil in a pan over medium heat. Add Onion and saute  golden brown. Add Tomato and cook until it turns mushy. Add Chili Powder and mix well. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Season with Salt and serve.,A thyroid-friendly kuzhambu recipe made with balanced spices and wholesome ingredients for better metabolism.,6,3
Healthy Paneer Masala Bliss,247,19,18,Spicy,"Onion, Paneer, Pepper, Salt, Tomato",Total in 41M,Heat oil in a pan over medium heat. Add Onion and saute  golden brown. Add Tomato and cook until it turns mushy. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Season with Salt and serve.,A thyroid-friendly paneer recipe made with balanced spices and wholesome ingredients for better metabolism.,8,2
Mild Egg Curry Treat,135,7,28,Spicy,"Egg, Mustard Seeds, Onion, Salt, Tomato",Total in 40M,Heat oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Onion and saute  golden brown. Add Tomato and cook until it turns mushy. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Season with Salt and serve.,A thyroid-friendly egg recipe made with balanced spices and wholesome ingredients for better metabolism.,7,4
Mild Curry Leaf Tea Curry,160,18,19,Spicy,"Cumin, Ginger, Honey, Lemon, Tulsi, Water",Total in 47M,Heat oil in a pan over medium heat. Add Cumin Seeds and let them splutter. Add Ginger and saute  1-2 minutes. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Season with Salt and serve.,A thyroid-friendly drink recipe made with balanced spices and wholesome ingredients for better metabolism.,5,3
Rustic Chapati Style,169,10,28,Bitter,"Ghee, Rice, Salt, Urad Dal",Total in 41M,Heat Ghee in a pan. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly tiffin recipe made with balanced spices and wholesome ingredients for better metabolism.,7,4
Fragrant Drumstick Leaves Stir Fry Curry,327,9,25,Spicy,"Drumstick Leave, Garlic, Mustard Seeds, Onion, Salt, Spinach",Total in 64M,Heat oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Onion and saute  translucent. Add Garlic and saute  1 minute. Add the chopped vegetables and stir well. Cook on medium heat for 8-10 minutes stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly leafy recipe made with balanced spices and wholesome ingredients for better metabolism.,6,4
Authentic Drumstick Soup Masala,336,13,19,Spicy,"Drumstick, Garlic, Mustard Seeds, Pepper, Salt, Tomato, Water",Total in 26M,Boil water in a pot. saute  until golden brown. Add Tomato and cook until soft. Add water and bring to a boil. Season with Salt and serve hot.,A thyroid-friendly soup recipe made with balanced spices and wholesome ingredients for better metabolism.,4,3
Fragrant Tamarind Fish Gravy Variety,323,7,27,Spicy,"Chili Powder, Coconut, Fish, Garlic, Mustard Seeds, Salt, Tamarind",Total in 60M,Heat oil in a pan. Add Mustard Seeds and let them splutter. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly fish recipe made with balanced spices and wholesome ingredients for better metabolism.,3,3
Zesty Green Gram Curry Special,183,13,28,Spicy,"Chickpea, Cowpea, Moong Dal, Mustard Seeds, Onion, Salt, Tomato",Total in 54M,Heat oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Onion and saute  golden brown. Add Tomato and cook until it turns mushy. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Season with Salt and serve.,A thyroid-friendly legume recipe made with balanced spices and wholesome ingredients for better metabolism.,11,2
Zesty Pepper Tea Special,200,12,29,Spicy,"Cumin, Ginger, Honey, Lemon, Pepper, Tulsi, Water",Total in 50M,Heat oil in a pan. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly drink recipe made with balanced spices and wholesome ingredients for better metabolism.,6,4
Mild Samai Idli Curry,245,14,16,Spicy,"Ghee, Millet, Onion, Salt",Total in 50M,Heat Ghee in a pan over medium heat. Add Onion and saute  golden brown. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Season with Salt and serve.,A thyroid-friendly millet recipe made with balanced spices and wholesome ingredients for better metabolism.,6,3
Classic Tamarind Rice Masala,214,6,8,Spicy,"Lemon, Mustard Seeds, Rice, Salt, Tamarind",Total in 61M,Heat oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Season with Salt and serve.,A thyroid-friendly rice recipe made with balanced spices and wholesome ingredients for better metabolism.,12,2
Homestyle Pepper Egg Fry Delight,289,6,24,Spicy,"Egg, Mustard Seeds, Onion, Pepper, Salt, Tomato",Total in 66M,Heat oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Onion and saute  translucent. Add the chopped vegetables and stir well. Cook on medium heat for 8-10 minutes stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly egg recipe made with balanced spices and wholesome ingredients for better metabolism.,11,4
Wholesome Mutton Sukka Varuval Special,326,14,14,Spicy,"Chili Powder, Fennel Seeds, Ginger Garlic Paste, Mutton, Onion, Salt, Tomato, Turmeric",Total in 31M,Heat oil in a pan. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly mutton recipe made with balanced spices and wholesome ingredients for better metabolism.,5,4
Zesty Egg Dosa Variety,272,18,14,Spicy,"Egg, Mustard Seeds, Onion, Salt, Tomato",Total in 42M,Heat oil in a pan. Add Mustard Seeds and let them splutter. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly egg recipe made with balanced spices and wholesome ingredients for better metabolism.,8,4
Healthy Curry Leaf Chutney Variety,264,18,17,Spicy,"Drumstick Leave, Garlic, Mustard Seeds, Onion, Salt, Spinach",Total in 46M,Heat oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Onion and saute  golden brown. Add Garlic and saute  1-2 minutes. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Season with Salt and serve.,A thyroid-friendly leafy recipe made with balanced spices and wholesome ingredients for better metabolism.,7,4
Mild Green Gram Curry Treat,209,19,26,Spicy,"Chickpea, Cowpea, Moong Dal, Mustard Seeds, Onion, Salt, Tomato",Total in 52M,Heat oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Onion and saute  golden brown. Add Tomato and cook until it turns mushy. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Season with Salt and serve.,A thyroid-friendly legume recipe made with balanced spices and wholesome ingredients for better metabolism.,10,3
Traditional Tomato Soup Fusion,179,12,21,Astringent,"Garlic, Mustard Seeds, Pepper, Salt, Tomato, Water",Total in 53M,Boil water in a pot. saute  until golden brown. Add Tomato and cook until soft. Add water and bring to a boil. Season with Salt and serve hot.,A thyroid-friendly soup recipe made with balanced spices and wholesome ingredients for better metabolism.,6,3
Wholesome Paneer Thokku Masala,155,15,16,Spicy,"Onion, Paneer, Pepper, Salt, Tomato",Total in 47M,Heat oil in a pan over medium heat. Add Onion and saute  golden brown. Add Tomato and cook until it turns mushy. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Season with Salt and serve.,A thyroid-friendly paneer recipe made with balanced spices and wholesome ingredients for better metabolism.,6,2
Classic Horse Gram Kuzhambu Style,178,12,25,Astringent,"Chickpea, Cowpea, Moong Dal, Mustard Seeds, Onion, Salt, Tomato",Total in 62M,Heat oil in a pan over medium heat. Add Mustard Seeds and let them splutter. Add Onion and saute  golden brown. Add Tomato and cook until it turns mushy. Add the main ingredients and coat with the masala. Add water as needed cover and cook until done. Season with Salt and serve.,A thyroid-friendly legume recipe made with balanced spices and wholesome ingredients for better metabolism.,6,3
Healthy Lemon Rice Fusion,336,12,13,Astringent,"Lemon, Mustard Seeds, Rice, Salt",Total in 45M,Heat oil in a pan. Add Mustard Seeds and let them splutter. Add all vegetables and spices. Cook on medium heat stirring occasionally. Season with Salt and serve hot.,A thyroid-friendly rice recipe made with balanced spices and wholesome ingredients for better metabolism.,6,2
